case_id	terminal	lifecycle	trust_resume_metadata	surface	boss_bridge	executable_health	expected_recovery	expected_recovery_prompt	expected_readiness	optimal_operator_outcome	optimal_boss_outcome
WB-0073	claude	configured	trusted_auto_no_session	archived_session	registered	available	noAction	false	attention	Operator can keep working with Claude Code terminal as configured with no prior run on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench surfaces: Usable with watch points: no active terminal agents remain after archive filtering.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-0074	claude	configured	trusted_auto_no_session	archived_session	registered	missing	noAction	false	attention	Operator can keep working with Claude Code terminal as configured with no prior run on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench surfaces: Usable with watch points: no active terminal agents remain after archive filtering.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-0075	claude	configured	trusted_auto_no_session	archived_session	not_registered	available	noAction	false	blocked	Operator sees Claude Code terminal as configured with no prior run on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-0076	claude	configured	trusted_auto_no_session	archived_session	not_registered	missing	noAction	false	blocked	Operator sees Claude Code terminal as configured with no prior run on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-0077	claude	configured	trusted_auto_no_session	archived_session	needs_update	available	noAction	false	blocked	Operator sees Claude Code terminal as configured with no prior run on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-0078	claude	configured	trusted_auto_no_session	archived_session	needs_update	missing	noAction	false	blocked	Operator sees Claude Code terminal as configured with no prior run on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-0079	claude	configured	trusted_auto_no_session	archived_session	agent_missing	available	noAction	false	blocked	Operator sees Claude Code terminal as configured with no prior run on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-0080	claude	configured	trusted_auto_no_session	archived_session	agent_missing	missing	noAction	false	blocked	Operator sees Claude Code terminal as configured with no prior run on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-0081	claude	configured	trusted_no_auto	sidebar_dashboard	registered	available	noAction	false	blocked	Operator sees Claude Code terminal as configured with no prior run on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-0082	claude	configured	trusted_no_auto	sidebar_dashboard	registered	missing	noAction	false	blocked	Operator sees Claude Code terminal as configured with no prior run on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-0083	claude	configured	trusted_no_auto	sidebar_dashboard	not_registered	available	noAction	false	blocked	Operator sees Claude Code terminal as configured with no prior run on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-0084	claude	configured	trusted_no_auto	sidebar_dashboard	not_registered	missing	noAction	false	blocked	Operator sees Claude Code terminal as configured with no prior run on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-0085	claude	configured	trusted_no_auto	sidebar_dashboard	needs_update	available	noAction	false	blocked	Operator sees Claude Code terminal as configured with no prior run on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-0086	claude	configured	trusted_no_auto	sidebar_dashboard	needs_update	missing	noAction	false	blocked	Operator sees Claude Code terminal as configured with no prior run on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-0087	claude	configured	trusted_no_auto	sidebar_dashboard	agent_missing	available	noAction	false	blocked	Operator sees Claude Code terminal as configured with no prior run on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
